action_id,action_name,n_findings,n_docs,signal_type,signal_relation,signal_strength,document_name,source_url,document_type,doc_relevance,explicitness,page,evidence_text,location_scope,location_code
c40_0042,Expand urban and peri-urban green spaces,14,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
c40_0042,Expand urban and peri-urban green spaces,14,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
c40_0042,Expand urban and peri-urban green spaces,14,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
ipcc_0052,Reduce Deforestation and Degradation,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0052,Reduce Deforestation and Degradation,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0052,Reduce Deforestation and Degradation,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
ipcc_0052,Reduce Deforestation and Degradation,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",12,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",12,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",12,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",12,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
ipcc_0054,Adopt sustainable forest management practices,11,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0054,Adopt sustainable forest management practices,11,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
ipcc_0054,Adopt sustainable forest management practices,11,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
ipcc_0054,Adopt sustainable forest management practices,11,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",5,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",5,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",5,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",5,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0057,Restore degraded peatlands and prevent further conversion or degradation.,10,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0062,Create partnerships to implement biochar plants.,6,1,action,prioritizes,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,inferred,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0062,Create partnerships to implement biochar plants.,6,1,action,prioritizes,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,inferred,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0062,Create partnerships to implement biochar plants.,6,1,action,prioritizes,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,inferred,27,"Recopilar saberes locales, conocimientos ancestrales de pueblos indígenas e información científica para la toma de decisiones en estas materias.",national,CL
ipcc_0062,Create partnerships to implement biochar plants.,6,1,action,prioritizes,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,inferred,27,Fomentar la educación ambiental e investigación en SbN y servicios ecosistémicos.,national,CL
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,7,1,action,prioritizes,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,inferred,27,"SbN para evitar incendios forestales, recomendaciones para la prevención de incendios, junto con la implementación de reforestación y restauración de bosques.",national,CL
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,7,1,action,prioritizes,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,inferred,27,Realizar una gestión integrada de recursos hídricos y bosques nativos a nivel de cuencas.,national,CL
ipcc_0052,Reduce Deforestation and Degradation,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,30,estableciendo acciones como el potenciamiento de modelos de gestión en prevención de incendios forestales y restauración de áreas quemadas,national,CL
