action_id,action_name,action_type,hazard_name,sector_names,subsector_names,primary_purpose,description,cobenefits_airquality,cobenefits_waterquality,cobenefits_habitat,cobenefits_costofliving,cobenefits_housing,cobenefits_mobility,cobenefits_stakeholderengagement,equity_and_inclusion_considerations,ghgreduction_stationary_energy,ghgreduction_transportation,ghgreduction_waste,ghgreduction_ippu,ghgreduction_afolu,adaptation_effectiveness,cost_investment_needed,timeline_for_implementation,dependencies,key_performance_indicators,powers_and_mandates,adaptation_effectiveness_droughts,adaptation_effectiveness_heatwaves,adaptation_effectiveness_floods,adaptation_effectiveness_sealevelrise,adaptation_effectiveness_landslides,adaptation_effectiveness_storms,adaptation_effectiveness_wildfires,adaptation_effectiveness_diseases,biome
ipcc_0038,Estimular la producción de energía solar en instalaciones industriales,{mitigation},,{ippu},{industrial_processes},{},Fomentar la instalación de sistemas de energía solar en las fábricas para reducir la dependencia de los combustibles fósiles y minimizar las emisiones asociadas.,1,0,0,0,0,0,0,"Garantiza que los beneficios de las tecnologías CCU sean accesibles para las regiones de bajos ingresos, incluyendo la reducción de los costos de materiales de construcción y combustibles.",,,,20-39,,,high,5-10 years,"Disponibilidad de energía limpia para la producción de hidrógeno
desarrollo de tecnologías CCU
políticas para apoyar la adopción","Cantidad de CO2 capturado y reutilizado
reducción de emisiones por tonelada de producto
penetración en el mercado de productos derivados de CCU",,,,,,,,,,
ipcc_0039,Promover la sustitución de materiales tradicionales por alternativas sostenibles,{mitigation},,{ippu},{industrial_processes},{},"Estimular la sustitución de materiales convencionales en bienes de consumo por alternativas provenientes de la bioeconomía de Brasil, como bioplásticos a base de caña de azúcar, polímeros reciclados de alta calidad, biotextiles elaborados a partir de fibras de biomasa o residuos agrícolas como semillas de açaí y cáscaras de coco.",1,0,0,0,0,0,0,"Apoya una transición equitativa proporcionando rutas de descarbonización para industrias intensivas en energía y de difícil reducción, garantizando empleos y estabilidad económica en las regiones dependientes de estos sectores.",,,,40-59,,,high,>10 years,"Requiere el desarrollo de infraestructura para el transporte y almacenamiento de CO2, marcos normativos de apoyo, suficiente energía limpia para los procesos de captura e incentivos para la adopción.","Cantidad de CO2 capturada y almacenada anualmente
porcentaje de reducción en las emisiones industriales
capacidad operativa de los proyectos de CCS a nivel mundial",,,,,,,,,,
ipcc_0040,Promover colaboraciones entre la industria y el gobierno para la reducción de emisiones,{mitigation},,{ippu},{industrial_processes},{},Fomentar la colaboración entre la industria y el gobierno para crear políticas e incentivos que reduzcan las emisiones industriales y apoyen los objetivos de sostenibilidad.,0,0,0,0,0,0,0,Promueve el acceso a productos duraderos y asequibles para comunidades desatendidas y reduce los residuos en regiones con recursos limitados.,,,,40-59,,,medium,5-10 years,"Disponibilidad de materiales avanzados
políticas de apoyo para la economía circular
colaboración entre partes interesadas a lo largo de las cadenas de suministro
inversión en I+D para materiales ligeros
métodos de diseño de alta eficiencia","Reducción en el uso de materiales por producto
aumento en la vida útil del producto
porcentaje de materiales recuperados y reutilizados
reducción de emisiones de GEI en los procesos de producción",,,,,,,,,,
ipcc_0041,Apoyar la investigación en tecnologías de fabricación neutras en carbono,{mitigation},,{ippu},{industrial_processes},{},Invertir en investigación y desarrollo de tecnologías neutras en carbono y fomentar su adopción en la producción industrial.,0,0,0,0,0,0,0,"Promueve el acceso a tecnologías avanzadas de eficiencia en el uso de materiales para industrias de todas las escalas, permitiendo que las pequeñas empresas participen en prácticas de manufactura sostenible.",,,,20-39,,,medium,5-10 years,"Disponibilidad de tecnologías avanzadas de manufactura
capacitación de la fuerza laboral
regulaciones de apoyo
acceso a materiales para fundición de forma casi final","Reducción de residuos materiales
aumento en el rendimiento de producción
reducción de emisiones de GEI por unidad de material producido",,,,,,,,,,
ipcc_0042,Establecer objetivos de reducción de emisiones de carbono para los sectores industriales,{mitigation},,{ippu},{industrial_processes},{},Establecer objetivos claros y alcanzables de reducción de emisiones de carbono para las industrias y exigir informes periódicos para garantizar el progreso.,0,0,0,0,0,0,1,"Garantiza el acceso equitativo a tecnologías avanzadas de reciclaje y reutilización, creando oportunidades para que las comunidades desatendidas participen en iniciativas de gestión sostenible de materiales.",,,,40-59,,,high,5-10 years,"Colaboración a lo largo de las cadenas de suministro
avances en tecnologías de reciclaje y remanufactura
marcos normativos de apoyo para incentivar la adopción","Porcentaje de materiales recuperados y reutilizados
reducción de residuos de producción
disminución de emisiones de GEI por unidad del ciclo de vida del producto",,,,,,,,,,
ipcc_0043,Fomentar el uso de combustibles de cero emisiones en los procesos industriales,{mitigation},,{ippu},{industrial_processes},{},"Promover la transición hacia fuentes de energía y materias primas de cero emisiones en los procesos industriales, como el hidrógeno verde, el biogás de fuentes sostenibles y los e-combustibles sintéticos o productos químicos producidos con electricidad renovable. Estas alternativas reducen significativamente o eliminan las emisiones de los procesos en comparación con los combustibles de origen fósil.
Las ciudades pueden acelerar este cambio implementando proyectos piloto y de demostración, estableciendo estándares de compras verdes, agilizando los procesos de permisos y creando incentivos específicos, todo ello alineado con las hojas de ruta nacionales y sectoriales de descarbonización.",0,0,0,0,0,0,0,"Promueve el acceso a prácticas de Economía Circular (CE) para pequeñas y medianas empresas (PYMEs), garantiza la participación equitativa en redes de simbiosis industrial y apoya a las regiones desatendidas creando oportunidades económicas mediante políticas eficientes en el uso de recursos.",,,,40-59,,,high,5-10 years,"Coordinación efectiva entre industrias, gobiernos y comunidades
políticas y regulaciones de apoyo
desarrollo de infraestructura de reciclaje
plataformas de intercambio de datos para flujos de materiales y energía","Reducción en el uso de materiales vírgenes
Emisiones de GEI evitadas mediante prácticas de EC
aumento en las tasas de reciclaje
número de redes de simbiosis industrial implementadas
métricas de recuperación de recursos",,,,,,,,,,
ipcc_0045,Transición a energías renovables para las operaciones industriales,{mitigation},,{ippu},{industrial_processes},{},"Fomentar la transición hacia fuentes de energía renovable como la eólica, solar e hidroeléctrica en las operaciones industriales para reducir el uso de combustibles fósiles.",1,0,0,1,0,0,1,"Promueve el acceso equitativo a la educación y a los recursos para la reducción de residuos, especialmente para las comunidades de bajos ingresos y desatendidas, con el fin de mejorar la eficiencia en el uso de los recursos y reducir los costos de gestión de residuos.",,,,20-39,,,medium,<5 years,"Disponibilidad de infraestructura para la recolección y el reciclaje de residuos
campañas de concienciación pública
marcos normativos de apoyo","Reducción en el porcentaje de desperdicio de alimentos
aumento de las tasas de reciclaje
reducción de las emisiones de gases de efecto invernadero provenientes de la gestión de residuos",,,,,,,,,,
ipcc_0049,Desarrollar e implementar políticas de economía circular,{mitigation},,{ippu},{industrial_processes},{},"Las políticas de Economía Circular (EC) buscan cerrar el ciclo de los flujos de materiales y energía mediante la reducción, reutilización y reciclaje de recursos. Estas políticas promueven bienes duraderos, la reutilización y la remanufactura, la simbiosis industrial y la simbiosis urbana para minimizar los residuos y reducir las emisiones de GEI. Las políticas de EC operan a nivel micro, meso y macro para integrar estrategias como el ecodiseño, cadenas de suministro sostenibles y la simbiosis energética urbana.",0,0,0,0,0,0,0,"Apoya la infraestructura asequible al reducir la necesidad de reconstrucciones frecuentes, beneficiando a las comunidades desatendidas y con recursos limitados.",,,,40-59,,,medium,5-10 years,"Desarrollo de técnicas avanzadas de mantenimiento
políticas efectivas para promover una mayor vida útil de los edificios
educación para profesionales de la construcción sobre prácticas duraderas","Aumento de la vida útil promedio de los edificios e infraestructuras
reducción de la demanda de cemento per cápita
reducción general de las emisiones de CO2 en la producción de cemento",,,,,,,,,,
ipcc_0050,Crear incentivos fiscales para las empresas que adopten tecnologías limpias,{mitigation},,{ippu},{industrial_processes},{},"Implementar incentivos fiscales y subsidios para las empresas que inviertan en tecnologías limpias, lo que conducirá a una reducción sustancial de las emisiones.",0,0,0,1,0,0,0,"Garantiza la participación inclusiva en iniciativas de suficiencia, permitiendo que los grupos de bajos ingresos accedan a medidas de ahorro de costos mientras se promueve el consumo sostenible en todos los estratos económicos.",,,,20-39,,,low,<5 years,"Campañas de concienciación pública
políticas de apoyo
integración de la sostenibilidad en los marcos empresariales y gubernamentales","Reducción de la intensidad material y energética per cápita
disminución en las tasas de generación de residuos
mejora en las estadísticas de reciclaje y reutilización",,,,,,,,,,
ipcc_0052,Reducir la deforestación y la degradación,{mitigation},,{afolu},{land},{},Reducir la deforestación y la degradación de los bosques para conservar el carbono almacenado en la vegetación y el suelo forestal evitando la pérdida de cobertura arbórea y las perturbaciones. Esto implica mejorar la gobernanza forestal y apoyar la gestión comunitaria de los bosques. Fortalecer el monitoreo y la aplicación de la ley para prevenir la deforestación ilegal y promover el uso sostenible del suelo.,1,1,0,0,0,0,0,"Promueve la tenencia segura de la tierra, apoya la gestión forestal comunitaria y garantiza la participación de grupos marginados e indígenas en los procesos de toma de decisiones.",,,,,60-79,,medium,5-10 years,"Requiere una mejor gobernanza
políticas claras de tenencia de la tierra
financiamiento para áreas protegidas
participación comunitaria en los esfuerzos de conservación forestal","Reducción en las tasas de deforestación
aumento de la cobertura forestal
la cantidad de emisiones de GEI evitadas por año",,,,,,,,,,tropical_rainforest
ipcc_0053,"Implementar la forestación, la reforestación y la restauración de ecosistemas forestales",{mitigation},,{afolu},{land},{},"Avanzar en iniciativas de plantación de árboles y recuperación de bosques que fortalezcan la biodiversidad, los servicios ecosistémicos y la captura de carbono. La forestación establece nuevos bosques en tierras que históricamente no eran boscosas, la reforestación restaura áreas deforestadas y la restauración de ecosistemas prioriza las especies nativas y la integridad ecológica. Los gobiernos municipales deben evitar los monocultivos, asegurar que los proyectos generen beneficios a largo plazo e involucrar a las comunidades locales para que los esfuerzos de restauración aporten valor social, cultural y económico junto con beneficios ambientales.",0,1,1,0,0,0,0,"Apoya los medios de vida locales, promueve la equidad en el uso de la tierra y garantiza la participación inclusiva de las partes interesadas en los programas de forestación y restauración.",,,,,60-79,,high,5-10 years,"Requiere financiación para la restauración de tierras
acceso a especies adecuadas para la plantación
participación de la comunidad local
sistemas de monitoreo para la integridad del ecosistema y la captura de carbono","Área de tierra reforestada o forestada
tasas de secuestro de carbono
mejora en los índices de biodiversidad
métricas de servicios ecosistémicos como la regulación del agua y la calidad del suelo",,,,,,,,,,
ipcc_0054,Adoptar prácticas de gestión forestal sostenible,{mitigation},,{afolu},{land},{},"La gestión forestal sostenible de los bosques ya gestionados aumentará las reservas de carbono, mejorará la calidad de la madera, mitigará las perturbaciones y proporcionará co-beneficios como la conservación de la biodiversidad, la regulación del agua y la protección del suelo. Las prácticas incluyen rotaciones más largas, reducción de la tala, bosques mixtos y silvicultura inteligente frente al clima, y trabajar con los Pueblos Indígenas es esencial para salvaguardar su labor y prácticas. Las ciudades pueden aplicar estos principios si son responsables de la gestión forestal, o asociarse con quienes lo son para fomentar y apoyar las mejores prácticas.",0,1,1,0,0,0,0,"Promueve la participación inclusiva en la gestión forestal y brinda apoyo a pequeños productores y comunidades locales, especialmente en regiones tropicales donde las prácticas sostenibles pueden mejorar los medios de vida y mitigar el cambio climático.",,,,,40-59,,high,5-10 years,"Requiere experiencia en silvicultura sostenible
inversión en viveros con especies adaptadas
políticas de apoyo
incentivos para superar barreras económicas
garantizar la accesibilidad para los actores locales","Aumento de las reservas de carbono en los bosques
reducción de las emisiones de GEI
mejoras en los indicadores de biodiversidad
reducción de la erosión del suelo y de los problemas relacionados con el agua",,,,,,,,,,
ipcc_0055,"Implementar la gestión de incendios en bosques, pastizales y sabanas",{mitigation},,{afolu},{land},{},"Implementar prácticas de gestión de incendios, incluyendo quemas prescritas y manejo de recursos naturales, para reducir los incendios forestales incontrolados en bosques y sabanas. Se enfoca en salvaguardar la vida, la propiedad y los recursos, al mismo tiempo que mitiga las emisiones de GEI y mantiene las reservas de carbono. Las ciudades pueden aplicar estos principios si son responsables de la gestión forestal, o asociarse con quienes lo son para fomentar y apoyar las mejores prácticas. Trabajar con los Pueblos Indígenas para proteger o apoyar sus propias prácticas de quema y enfoques de gestión del fuego.",1,0,0,0,0,0,0,"Promueve el acceso equitativo a los recursos de gestión de incendios, enfocándose en el fortalecimiento de capacidades y la gobernanza en regiones vulnerables o desatendidas, como los países menos desarrollados de África.",,,,,20-39,,medium,5-10 years,"Marcos de gobernanza efectivos
acceso a la investigación y tecnología para la gestión de incendios
participación comunitaria
alineación con los marcos legales y políticos regionales","Reducción en la frecuencia e intensidad de incendios forestales no controlados
Superficie gestionada con quemas prescritas
Reducción de emisiones de GEI provenientes de incendios
Mejora en los indicadores de biodiversidad y salud del suelo",,,,,,,,,,
ipcc_0056,Reducir y prevenir la degradación y conversión de pastizales y sabanas,{mitigation},,{afolu},{land},{},"Prevenir la conversión de pastizales y sabanas en tierras de cultivo para conservar el carbono del suelo y la biodiversidad, e implementar prácticas sostenibles de manejo del suelo en tierras de cultivo y pastizales para aumentar el carbono orgánico del suelo. Las ciudades pueden promover el pastoreo sostenible, la reducción de la labranza, la gestión del fuego, la aplicación de biochar, la mejora de variedades de pastos y las prácticas de manejo de la vegetación, al mismo tiempo que desincentivan el cambio de uso de suelo que acelera la degradación. Las alianzas con comunidades locales y la alineación con iniciativas regionales de conservación fortalecen la protección de estos ecosistemas. Estas actividades buscan aumentar la materia orgánica del suelo, mitigar las emisiones de GEI y proporcionar co-beneficios para la biodiversidad, el suministro de agua y la seguridad alimentaria.",0,0,0,0,0,0,0,"Promueve prácticas de conservación que benefician a las comunidades locales, protegen los ecosistemas vulnerables y mejoran la resiliencia económica de los propietarios de tierras mediante el uso sostenible de los pastizales.",,,,,20-39,,medium,5-10 years,"Marcos normativos sólidos  
incentivos financieros para la conservación  
colaboración entre gobiernos  
comunidades locales  
propietarios de tierras para implementar prácticas sostenibles","Reducción en las tasas de conversión de pastizales
aumento en los niveles de carbono orgánico del suelo
reducción medible de las emisiones de GEI en las áreas objetivo",,,,,,,,,,grassland_savanna
ipcc_0057,Restaurar turberas degradadas y prevenir su conversión o degradación adicional.,{mitigation},,{afolu},{land},{},"Proteger las turberas intactas de la tala, el drenaje y la conversión que liberan grandes emisiones de carbono, y rehumedecer y revegetar las turberas degradadas para evitar una mayor degradación. Los gobiernos municipales pueden mejorar la gobernanza y el monitoreo, restringir la expansión agrícola y colaborar con programas regionales y nacionales para la conservación de humedales. Salvaguardar estos ecosistemas preserva el almacenamiento de carbono, reduce los riesgos de incendios y protege la biodiversidad y los servicios ecosistémicos. La restauración de turberas mantiene la regulación del agua, la prevención de inundaciones y puede fomentar medios de vida sostenibles a través de la paludicultura.",0,1,1,0,0,0,0,"Promueve el acceso equitativo a los recursos de turberas conservadas mientras reduce los riesgos para la salud causados por contaminantes relacionados con incendios, especialmente para las comunidades vulnerables y rurales.",,,,,40-59,,high,5-10 years,"Requiere una gobernanza sólida
apoyo financiero
cooperación internacional
políticas para controlar los impulsores de la conversión de tierras
como la agricultura
la minería
el desarrollo urbano","Reducción en las tasas de conversión de turberas
emisiones evitadas por hectárea
mejoras en los indicadores de biodiversidad y calidad del agua",,,,,,,,,,wetlands
ipcc_0060,Proteger y restaurar los humedales costeros,{mitigation},,{afolu},{land},{},"Restaurar ecosistemas costeros degradados o dañados, incluyendo manglares, marismas salinas y praderas marinas. La restauración incluye enfoques pasivos (eliminación de los factores de degradación) y activos (manipulación ambiental) para restablecer las funciones del ecosistema y el potencial de secuestro de carbono. Esto apoya la conservación de la biodiversidad, la producción pesquera, la estabilización del suelo, la regulación de la calidad del agua, la prevención de inundaciones y la resiliencia frente a ciclones. Las ciudades pueden llevar a cabo actividades de restauración por sí mismas, exigir la restauración como parte de la planificación urbana y las regulaciones de uso del suelo, o asociarse con el gobierno, organizaciones ecológicas y otros socios para realizar proyectos de restauración. Los incentivos económicos o las regulaciones sobre actividades que degradan los humedales costeros también pueden ser efectivos.",0,1,1,0,0,0,0,"Involucra a las comunidades locales en las etapas de toma de decisiones, implementación y monitoreo para garantizar el acceso equitativo a los beneficios de los ecosistemas y la protección de las poblaciones costeras vulnerables.",,,,,40-59,,high,>10 years,"Requiere compromisos a largo plazo
políticas de apoyo
financiamiento
marcos de monitoreo
capacidad técnica
para abordar los factores de degradación
asegurar el éxito de la restauración","Área de humedales restaurada
tasas de secuestro de carbono
métricas de recuperación de la biodiversidad
reducción de los costos por daños causados por tormentas
mejoras en la calidad del agua",,,,,,,,,,
ipcc_0062,Crear alianzas para implementar plantas de biochar.,{mitigation},,{afolu},{land},{},"El biochar se produce al calentar materia orgánica (por ejemplo, residuos forestales, paja, estiércol) en ambientes con poco oxígeno. Tiene un importante potencial de mitigación mediante la eliminación de dióxido de carbono (CDR), la reducción de emisiones de gases de efecto invernadero y beneficios en la aplicación al suelo, como la mejora de la fertilidad y la reducción de emisiones de N2O. Las ciudades pueden considerar probar y adoptar estas tecnologías, en colaboración con productores rurales locales, empresas de servicios públicos y otros actores industriales.",0,0,0,0,0,0,0,"Promueve el acceso a tecnologías sostenibles de biochar para pequeños agricultores y regiones en desarrollo, mejorando la seguridad alimentaria y los medios de vida.",,,,,20-39,,high,5-10 years,"Disponibilidad de biomasa de origen sostenible
Estandarización de los métodos de producción
Sistemas de monitoreo
Incentivos para aumentar la producción y aplicación de biochar","Tasas de secuestro de carbono
reducción de emisiones de N2O del suelo
mejoras en el rendimiento de los cultivos
desplazamiento del uso de combustibles fósiles mediante gases de pirólisis",,,,,,,,,,
