schema_version,evidence_id,mapping_id,source_id,pdf_page,printed_page,quote_verbatim,quote_language,grounding_status,grounding_note,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_ab822b3283ba70f7,map_5934648ac60efae6,B_SRC_005,139,121,"Fortalecer as medidas de conservação, recuperação e uso sustentável da biodiversidade visando o aumento da conectividade entre remanescentes dos ecossistemas e a consolidação de Unidades de Conservação, refletindo a gestão florestal integrada da paisagem e propiciando a redução da vulnerabilidade da biodiversidade.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_20a2c1d7e3b32f18,map_5934648ac60efae6,B_SRC_010,7,203,"The resilience of biodiversity and ecosystem services to climate change can be increased by human adaptation actions including ecosystem protection and restoration (high confidence). Ecological theory and observations show that a wide range of actions can reduce risks to species and ecosystem integrity. This includes minimising additional stresses or disturbances; reducing fragmentation; increasing natural habitat extent, connectivity and heterogeneity; maintaining taxonomic, phylogenetic, and functional diversity and redundancy; and protecting small-scale refugia where micro-climate conditions can allow species to persist (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_17664ab88659d241,map_f666ae701835ee38,B_SRC_005,139,121,"Fortalecer as medidas de conservação, recuperação e uso sustentável da biodiversidade visando o aumento da conectividade entre remanescentes dos ecossistemas e a consolidação de Unidades de Conservação, refletindo a gestão florestal integrada da paisagem e propiciando a redução da vulnerabilidade da biodiversidade.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_915af1da87e25ce2,map_f666ae701835ee38,B_SRC_010,7,203,"The resilience of biodiversity and ecosystem services to climate change can be increased by human adaptation actions including ecosystem protection and restoration (high confidence). Ecological theory and observations show that a wide range of actions can reduce risks to species and ecosystem integrity. This includes minimising additional stresses or disturbances; reducing fragmentation; increasing natural habitat extent, connectivity and heterogeneity; maintaining taxonomic, phylogenetic, and functional diversity and redundancy; and protecting small-scale refugia where micro-climate conditions can allow species to persist (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_7cb308f72855b1e4,map_8282ab589e7a1815,B_SRC_007,10,8,"Common examples of EbA measures include the conservation or restoration of mangroves to protect coastal communities from storm surges and sea level rise, the establishment of green roofs, street trees and urban parks to reduce the risks of heatwaves and flooding in cities, and the conservation of upslope forests to prevent landslides and downstream flooding under extreme weather events.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b0e13be13852f8cc,map_8282ab589e7a1815,B_SRC_010,7,203,"The resilience of biodiversity and ecosystem services to climate change can be increased by human adaptation actions including ecosystem protection and restoration (high confidence). Ecological theory and observations show that a wide range of actions can reduce risks to species and ecosystem integrity. This includes minimising additional stresses or disturbances; reducing fragmentation; increasing natural habitat extent, connectivity and heterogeneity; maintaining taxonomic, phylogenetic, and functional diversity and redundancy; and protecting small-scale refugia where micro-climate conditions can allow species to persist (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_36c5177a0d7d12c9,map_8c4cc15ed48dadeb,B_SRC_007,10,8,"Common examples of EbA measures include the conservation or restoration of mangroves to protect coastal communities from storm surges and sea level rise, the establishment of green roofs, street trees and urban parks to reduce the risks of heatwaves and flooding in cities, and the conservation of upslope forests to prevent landslides and downstream flooding under extreme weather events.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_f37b99532c0733f9,map_8c4cc15ed48dadeb,B_SRC_010,7,203,"The resilience of biodiversity and ecosystem services to climate change can be increased by human adaptation actions including ecosystem protection and restoration (high confidence). Ecological theory and observations show that a wide range of actions can reduce risks to species and ecosystem integrity. This includes minimising additional stresses or disturbances; reducing fragmentation; increasing natural habitat extent, connectivity and heterogeneity; maintaining taxonomic, phylogenetic, and functional diversity and redundancy; and protecting small-scale refugia where micro-climate conditions can allow species to persist (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_bf723946abf9de4b,map_2e7a2ae0ed6f56a4,B_SRC_007,15,13,"Building codes and zoning regulations can be used to promote the conservation, management and restoration of ecosystems for climate change adaptation. Governments can also revise and improve land and coastal zoning regulations so that they protect ecosystems that are critical for adaptation, for example, prohibiting development of vulnerable coastal ecosystems or floodplains that provide valuable flood protection services.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_0cb5b349bb57e41d,map_dd74e60be204cb9c,B_SRC_007,15,13,"Building codes and zoning regulations can be used to promote the conservation, management and restoration of ecosystems for climate change adaptation. Governments can also revise and improve land and coastal zoning regulations so that they protect ecosystems that are critical for adaptation, for example, prohibiting development of vulnerable coastal ecosystems or floodplains that provide valuable flood protection services.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_9229a0f05a794df6,map_8f6fe00a203c1573,B_SRC_005,140,122,"Fortalecer as políticas e ações de conservação dos ecossistemas aquáticos, propiciando a manutenção da conectividade desses ambientes e do regime de vazões adequadas aos processos ecológicos das espécies dependentes. Fortalecer medidas de gestão pesqueira para conservação e uso sustentável dos recursos, considerando a vulnerabilidade das espécies de peixes associadas a ambientes coralíneos, manguezais e estuários.",pt,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_587ecdabc09a02d2,map_8f6fe00a203c1573,B_SRC_010,7,203,"The resilience of biodiversity and ecosystem services to climate change can be increased by human adaptation actions including ecosystem protection and restoration (high confidence). Ecological theory and observations show that a wide range of actions can reduce risks to species and ecosystem integrity. This includes minimising additional stresses or disturbances; reducing fragmentation; increasing natural habitat extent, connectivity and heterogeneity; maintaining taxonomic, phylogenetic, and functional diversity and redundancy; and protecting small-scale refugia where micro-climate conditions can allow species to persist (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_0b828167290df42e,map_5c98f825d58ebbeb,ES_SRC_009,25,24,"One straightforward way to improve power system performance during floods is to elevate solar panels, or to locate plants or substations in an elevated area that will not be flooded – and, when possible, far enough from the coastline to avoid coastal flood. For existing plants that cannot be moved, elevating critical components is an option (particularly for substations), as is building dikes or flood protection walls.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_c7ad87b777a4510e,map_5c98f825d58ebbeb,ES_SRC_010,9,9,"Protect critical assets with upgrades tailored to local climate threats (flood defences, storm hardening, etc.). Selected solutions must match the specific vulnerabilities identified.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_308825ca90d26541,map_c57e336228d16fe5,ES_SRC_002,2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",en,layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 72.4% and token coverage is 100.0%. Confirm visually during evidence review.,supports,,whole_action,false,energy_security_assessment_2026-08-28,needs_review,,,
0.3.0,ev_94511a34664767b7,map_c57e336228d16fe5,ES_SRC_005,61,61,"From a policy perspective, integrating clear energy efficiency requirements, such as passive cooling strategies, within MCMV will maximise the impact of solar PV deployment, reducing unnecessary energy consumption.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_8a353f763e6eb708,map_c57e336228d16fe5,ES_SRC_007,22,20,"However, the level of increased demand can be mitigated by higher levels of energy efficiency in both cooling devices and building envelopes. Compared to 2018, global energy consumption for residential space cooling could increase by as much as 65% in 2030 (Figure 3). However, through a combination of more efficient devices, more resilient buildings and increased flexibility, this could be cut by one-fifth in the SDS, with the majority of these savings in non-OECD countries.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,one-fifth reduction in projected residential space-cooling energy use,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_c2e83574b0b32c26,map_71c37738e422bb25,ES_SRC_009,38,37,"Recovery operations encompass not only specific steps for damage recovery and power restoration, but also internal institutional coordination and cooperation with other utilities, governmental institutions, and municipalities.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_06e2b51c8b86eec3,map_71c37738e422bb25,ES_SRC_010,9,9,"Create open platforms to share resilience strategies, case studies and policy frameworks and improve community engagement and communication with power system stakeholders.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_5393603cdfa5a865,map_4250093a2a815d0b,ES_SRC_009,38,37,"Utility companies, as well as their priority energy users, will be better prepared for power outages when a disaster strikes if they incorporate appropriate policies and tools into a disaster recovery framework. Such a framework should include contingency plans and institutional arrangements that clearly allocate responsibility during the recovery period. A good emergency preparedness plan, accompanied by strategic investments, can shorten restoration time and limit the impact of disasters.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_3291bce3b0395986,map_4250093a2a815d0b,ES_SRC_010,30,30,"One of the key steps within the resilience framework is to develop an emergency management plan, which includes preparing a checklist, developing and reviewing outage recovery plans, procuring and conducting periodic review of back up resources, and coordination between different personnel and stakeholders. It is also important to create schemes to enhance the capacity of the system to withstand an event, minimise damage, recover rapidly and adapt to it.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_8ca10a1d2c01f2e5,map_4cb883a04cb4230e,ES_SRC_002,37,25,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation (high confidence). These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_15fdd54b321fe4cb,map_4cb883a04cb4230e,ES_SRC_002,108,96,"Properly supported and where levels of agency and assets are high, migration as an adaptation to climate change can reduce exposure and socioeconomic vulnerability (medium confidence). However, migration becomes a risk when climate hazards cause an individual, household or community to move involuntarily or with low agency (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.0%.,qualifies,,whole_action,true,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_197b6b22e0d3e4a7,map_67de57c8c0adfd86,ES_SRC_009,35,34,"TV, internet, radio, or newspapers, as well as automated phone text messaging, can be used to communicate the need for demand reduction to users when an extreme weather event is expected (Brown 2016).",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_67cb83b0517ba82c,map_67de57c8c0adfd86,ES_SRC_010,9,9,"Predictive analytics, forecasting and smart monitoring enable proactive responses to weather risks. This minimises outages and optimises existing infrastructure, avoiding costly buildouts.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_7f3fb5e84a184b30,map_36f9a26b6f5018c5,ES_SRC_009,35,34,"Planning criteria and methodologies will need to be revised to include resilience, because the design of resilient power systems starts with the overall planning of the system. Until recently, there had been little work on including climate considerations in planning. Although these issues are well understood in qualitative terms and practiced in the field, they are not systematically considered in producing a power system plan that finds a good balance between cost and risks.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_192ac6c05048c65d,map_36f9a26b6f5018c5,ES_SRC_010,26,26,"A resilience enhancement framework represents a comprehensive approach to improving resilience. It supports the planning for resilience and developing strategies to ease and enable a faster recovery. The framework should provide clear steps for assessing risk, analysing vulnerability, identifying infrastructure hardening requirements and other resilience measures, and improving information sharing and communication channels.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
