action_id,action_name_en,action_name_es,sector,verdict_category,verdict_score,ownership_category,ownership_score,ownership_weight,ownership_description,restrictions_category,restrictions_score,restrictions_weight,restrictions_description,legal_justification,analysis_date,generation_method,publisher_id,legal_reference_1,legal_reference_2,legal_reference_3,legal_reference_4,legal_reference_5,legal_reference_6
c40_0023,Adopt zero-emission bus fleets for public transport,Adoptar flotas de autobuses de cero emisiones para el transporte público,transportation,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","La competencia sobre el transporte público urbano concesionado corresponde al MTT conforme a la Ley 18.696 (art. 3°, que atribuye al Ministerio la regulación, autorización y control del transporte de pasajeros) y al DFL N°1/1996 (que fija la estructura orgánica del MTT como ministerio) en conjunto con el DFL N°279/1960 (que establece las potestades de la Subsecretaría de Transportes sobre los sistemas de transporte de pasajeros concesionados). El municipio no tiene competencia para regular flotas de buses concesionados, ni para fijar estándares técnicos ni de emisiones sobre dichas flotas. Esa potestad es del MTT con exclusividad. Lo que el municipio sí puede hacer, con fundamento en la Ley 18.695 art. 5° letra j) (administración de bienes municipales) y art. 4° letra b) (función compartida de tránsito), es: (i) electrificar su propia flota vehicular municipal si dispone de servicios de transporte propios, y (ii) participar en instancias de planificación de transporte convocadas por el MTT o el GORE. Estas son acciones accesorias a la acción principal, que sigue siendo de competencia nacional exclusiva. La LMCC (Ley 21.455) art. 9° y el Plan Sectorial de Mitigación de Transporte proveen alineación de política nacional, pero no transfieren competencia regulatoria al municipio.",2026-04-30,expert review,SSG,Ley 18.696 — Transporte Público — BCN,Ley 18.695 (LOCM) — BCN,Potestades Subtrans — MTT,LMCC — Ley 21.455 — BCN,CORFO Electromovilidad,
c40_0025,Promote deployment of zero-emission freight fleets (trucks),Promover el despliegue de flotas de transporte de carga de cero emisiones (camiones),transportation,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","La regulación del transporte de carga privado corresponde al MTT conforme a la Ley 18.696 y al D.S. N°158/1980 MTT (Reglamento del Transporte de Carga). Los municipios no tienen competencia directa para regular flotas privadas de carga ni para imponer estándares de emisiones sobre terceros. Lo que el municipio puede hacer se reduce a dos facultades de distinta naturaleza, que conviene separar: (i) Facultad contractual: conforme a la Ley 19.886 (Compras Públicas) y su Reglamento (DS 250/2004), el municipio puede incorporar criterios de sustentabilidad ambiental en sus propias bases de licitación de servicios de carga o logística. Esto no es una potestad regulatoria general sobre el mercado privado, sino una cláusula aplicable exclusivamente a sus propias contrataciones. (ii) Potestad de tránsito local: conforme a la Ley 18.290 art. 165, el municipio puede establecer restricciones de circulación en zonas o vías determinadas, pero esta facultad se refiere a la gestión del tránsito, no a la regulación de estándares de emisiones de flotas privadas. Las Zonas de Bajas Emisiones (ZBE) no tienen habilitación legal vigente en Chile; su eventual implementación requeriría norma habilitante expresa, por lo que no pueden citarse como fundamento de competencia actual. La LMCC y el Plan Sectorial de Transporte proveen alineación de política, pero no habilitan regulación municipal sobre flotas privadas.",2026-04-30,expert review,SSG,D.S. 158/1980 MTT — Transporte de Carga — BCN,Ley 18.290 Tránsito — BCN,Potestades MTT — Subtrans,LMCC — Ley 21.455 — BCN,CORFO Electromovilidad,
c40_0029,Electrify municipal vehicle fleets,Electrificar las flotas de vehículos municipales,transportation,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"El municipio tiene competencia directa para decidir sobre su flota propia. El fundamento es la Ley 18.695 (LOCM) art. 5° letra j), que establece como atribución esencial del municipio 'administrar los bienes municipales', lo que comprende la flota vehicular de propiedad municipal. Esta competencia no requiere habilitación adicional de otro nivel de gobierno. La Ley 19.886 (Compras Públicas) y su Reglamento (DS 250/2004) permiten incorporar criterios de sustentabilidad ambiental en los procesos de adquisición y renovación de flota, lo que es la vía procedimental natural para la electrificación. La Ley 21.305 (Eficiencia Energética, 2021) art. 10° establece que los organismos de la Administración del Estado deben implementar Sistemas de Gestión de Energía. Los municipios, como corporaciones autónomas de derecho público, no integran la Administración del Estado en sentido estricto (art. 1° Ley 18.575), por lo que la obligación del art. 10° de la Ley 21.305 no les es directamente aplicable. No obstante, el Reglamento de la Ley 21.305 (DS N°1/2022 Ministerio de Energía) amplió el alcance de los sistemas de gestión de energía a corporaciones de derecho público, lo que incluiría a los municipios; sin embargo, esta extensión es de implementación voluntaria y no genera una obligación exigible. La norma sí expresa una política pública de eficiencia energética que refuerza la coherencia de esta acción con el marco sectorial. No existen restricciones jurídicas que impidan la electrificación de flota municipal propia. Titularidad 100: competencia directa sobre bienes municipales. Restricciones 100: sin restricciones jurídicas. Alineación 100: plena con LMCC, Ley 21.305 como política sectorial y Plan Sectorial de Transporte.",2026-04-30,expert review,SSG,Ley 18.695 (LOCM) — BCN,Ley 19.886 Compras Públicas — BCN,CORFO Electromovilidad,Potestades MTT — Subtrans,Ministerio de Energía — Ruta Energética,
icare_0117,Improve public transport systems to promote modal shift,Mejorar los sistemas de transporte público para promover el cambio modal,transportation,blocked,0.16,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La mejora del servicio de transporte público concesionado es competencia del MTT conforme a la Ley 18.696 y al DFL N°279/1960. El municipio no puede intervenir sobre frecuencias, recorridos, tarifas ni estándares de los servicios concesionados: esa es la acción principal evaluada, y no le corresponde al municipio. Lo que el municipio sí puede hacer, con base en la Ley 18.695 art. 4° letra b) (función compartida en tránsito y transporte públicos dentro del territorio comunal) y art. 5° letra j) (administración de bienes y espacios municipales), es actuar sobre infraestructura complementaria de su dominio: paraderos, señalética, accesibilidad universal, vialidad local, ciclovías y espacio público. Estas son acciones accesorias de apoyo al sistema, no mejoras del servicio de transporte en sí. La coordinación con el MTT, SEREMI de Transportes y DTPM (en la RM) es condición para cualquier acción de escala, pero esa coordinación es de tipo colaborativo, no decisoria para el municipio. La LMCC (Ley 21.455) y el Plan Sectorial de Transporte establecen metas de cambio modal que enmarcan políticamente la acción municipal, pero no amplían la competencia jurídica del municipio sobre el servicio.",2026-04-30,expert review,SSG,Ley 18.696 — Transporte Público — BCN,Ley 18.695 (LOCM) — BCN,Potestades MTT — Subtrans,LMCC — Ley 21.455 — BCN,FNDR — SUBDERE,
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.","Incentivo para crear programas de bicicletas compartidas en áreas urbanas, con un enfoque en bicicletas eléctricas.",transportation,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La viabilidad de esta acción descansa en tres habilitaciones distintas que conviene separar: (i) Gestión del espacio público: la Ley 18.695 art. 5° letra j) habilita al municipio para administrar los bienes municipales, incluidas las vías y espacios públicos bajo su dominio. La Ley 18.290 (Tránsito) habilita a los municipios para autorizar la instalación de ciclovías y regular el uso de ciertas vías. (ii) Concesión del servicio: la Ley 18.695 art. 6° letra b) habilita al municipio para otorgar concesiones sobre bienes municipales mediante licitación pública. Esta es la base para que el operador privado use el espacio público comunal para instalar estaciones y operar el sistema. La Ley 19.886 regula el procedimiento de licitación aplicable. (iii) Regulación del tránsito ciclista: la Ley 18.290 y su Reglamento (DS 72/1986 MTT) establecen normas de circulación de bicicletas; el municipio puede complementarlas mediante ordenanzas locales de tránsito en el marco de la Ley 18.290 art. 165. Estas tres habilitaciones son independientes y se complementan. La concesión del servicio no requiere autorización del MTT, aunque la coordinación es recomendable para interoperabilidad entre comunas. El Plan Nacional de Ciclovías (MINVU/MTT) y la LMCC refuerzan la alineación política. Titularidad 100: competencia directa en las tres dimensiones. Restricciones 100: sin restricciones jurídicas relevantes para la escala comunal. Alineación 100: plena.",2026-04-30,expert review,SSG,Ley 18.695 (LOCM) — BCN,Ley 18.290 Tránsito — BCN,Potestades MTT — Subtrans,Plan Nacional de Ciclovías — MINVU,LMCC — Ley 21.455 — BCN,DFL 1/2005 art. 68 letra e — GORE Infraestructura — BCN
icare_0139,Implement congestion pricing and restrictions on high-polluting vehicles,Implementar tarifas de congestión y restricciones a los vehículos altamente contaminantes,transportation,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","Esta acción agrupa tres instrumentos de naturaleza jurídica distinta, ninguno de los cuales está habilitado para el municipio en el marco legal vigente: (i) Tarifa de congestión (peaje urbano): es un cobro por uso de infraestructura vial. En Chile no existe norma que habilite a los municipios a cobrar tarifas de congestión. La Ley 18.695 no contiene esta potestad. Las concesiones viales con cobro de peaje son competencia del MOP (DFL N°850/1997 MOP y Ley 19.460 de Concesiones de Obras Públicas). Se trata de un instrumento de régimen concesional, no municipal. (ii) Restricción vehicular por dígito: es una medida de gestión ambiental del tránsito de competencia nacional. Conforme a la Ley 18.290 art. 113, el MTT puede establecer restricciones de circulación. En la práctica metropolitana, estas restricciones operan hoy en el marco del Plan de Prevención y Descontaminación Atmosférica de la RM (PPDA, D.S. N°20/2013 MMA), que es un instrumento de gestión ambiental dictado conforme a los arts. 43 a 50 de la Ley 19.300 (planes de prevención y descontaminación), no el art. 32, que regula las normas de calidad ambiental primarias y secundarias, materia distinta. Antiguos regímenes de restricción vehicular, como el D.S. 63/1994 MINSEGPRES, fueron reemplazados por el PPDA vigente. El municipio no tiene competencia para decretar restricciones vehiculares por dígito. (iii) Impuesto verde a fuentes móviles: establecido en el art. 8° ter de la Ley 19.300 (incorporado por Ley 20.780, modificado por Ley 21.210). Es un tributo de competencia nacional administrado por el SII y el MMA. Los municipios no participan en su diseño, determinación ni recaudación. La potestad tributaria municipal está tasada en la Ley 17.235 (contribuciones) y la Ley 18.695 art. 5° letra b) (derechos municipales), y no incluye tributos ambientales. Lo que el municipio sí puede hacer autónomamente es implementar medidas de tráfico calmado (velocidad máxima 30 km/h, reductores, señalética) y gestión del estacionamiento regulado mediante ordenanzas de tránsito local conforme a la Ley 18.290 art. 165. Estas son medidas de gestión del tránsito, independientes de los tres instrumentos anteriores y de competencia municipal directa. Titularidad 0: sin competencia para los instrumentos principales. Restricciones 0: en derecho público, conforme al principio de juridicidad consagrado en la Ley 18.575 art. 2°, la ausencia de habilitación legal expresa equivale a ausencia de competencia. Alineación 100: los objetivos de la acción son coherentes con la política nacional de mitigación.",2026-04-30,expert review,SSG,Ley 18.290 Tránsito — BCN,Ley 18.695 (LOCM) — BCN,Ley 18.575 — Bases Administración del Estado — BCN,Ley 19.300 art. 8 ter — Impuesto Verde — BCN,Ley 19.460 Concesiones Obras Públicas — BCN,D.S. 20/2013 MMA — PPDA RM — BCN
ipcc_0001,Promote compact urban form and transit-oriented development,Promover un desarrollo urbano compacto y orientado al transporte público,transportation,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La competencia del municipio en esta acción es de iniciativa técnica, no de aprobación o decisión final autónoma. Conviene separar tres capas: (i) Iniciativa y elaboración: la Ley 18.695 art. 3° letra b) establece como función privativa del municipio 'aplicar las disposiciones sobre construcción y urbanización', y el art. 5° letra k) lo habilita para ejercer la función de planificación urbana y aprobar el plan regulador comunal a través de su concejo municipal, en comunas normadas por plan intercomunal o metropolitano. La LGUC (DFL 458/1975 MINVU) art. 43 encomienda la elaboración del PRC al municipio respectivo, con el apoyo técnico de su Asesor Urbanista (art. 49 LGUC). (ii) Aprobación y control de coherencia: el proceso no es autónomo. La LGUC art. 43 y el DFL N°1/2005 (Ley Orgánica de Gobierno y Administración Regional, LOCGAR) establecen que: la SEREMI MINVU emite informe técnico previo vinculante en aspectos reglados; el Consejo Regional debe pronunciarse (DFL 1/2005 art. 36 letra c)), con silencio positivo a 60 días; el PRC debe ser coherente con el Plan Regulador Intercomunal o Metropolitano aprobado por el GORE (DFL 1/2005 art. 20 letra f)); y el PRC debe ser coherente con el Plan Regional de Ordenamiento Territorial (PROT) elaborado por el GORE (DFL 1/2005 art. 17 letra a)). El DFL 1/2005 art. 16 letra o), incorporado vía Ley 21.455 (LMCC), vincula los instrumentos de planificación territorial regional con la gestión del cambio climático. (iii) Refuerzo regional y climático: la Ley 21.074 (Fortalecimiento de la Regionalización, 2018) amplió las competencias del GORE en ordenamiento territorial y habilitó la transferencia de competencias sectoriales conforme a su art. 21, consolidando al GORE como actor con creciente peso en la coherencia de los PRC con la planificación regional de transporte y el enfoque climático. La LGUC art. 28 sexies fija un horizonte de 10 años para la vigencia de los PRC. El estudio 'Estado de la Planificación en Chile 2024' (CChC, Gerencia de Estudios y Políticas Públicas, marzo 2025, con información a diciembre 2024) registra una antigüedad promedio de 23 años en los PRC vigentes, 212 PRC desactualizados y 77 comunas sin PRC, lo que evidencia una brecha estructural entre el marco normativo y la práctica real. Titularidad 50: el municipio tiene iniciativa técnica sobre el PRC, pero no potestad decisoria final sin los controles regionales y sectoriales. Restricciones 50: proceso con múltiples controles externos de carácter obligatorio. Alineación 100: plena con la LMCC y con la política nacional y regional de mitigación.",2026-04-30,expert review,SSG,LGUC — DFL 458/1975 MINVU — BCN,OGUC — DS 47/1992 MINVU — BCN,Ley 18.695 (LOCM) — BCN,"DFL 1/2005 LOCGAR — Arts. 16o, 17a, 20f, 36c, 68e — BCN",Potestades GORE RM — Gobierno Santiago,CChC — Estado de la Planificación en Chile 2024 (marzo 2025)
ipcc_0105,Promote active mobility through road space reallocation,Promover la movilidad activa mediante la reasignación del espacio vial,transportation,,,,,,,,,,,,2026-04-30,expert review,SSG,,,,,,
c40_0010,Introduce energy-efficiency standards for new residential buildings,Introducir estándares de eficiencia energética para nuevas viviendas residenciales,stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley General de Urbanismo y Construcciones (LGUC, DFL 458/1975 MINVU) y la OGUC (DS 47/1992 MINVU) establecen los estándares de construcción a nivel nacional. La Ley 21.305 (Eficiencia Energética, 2021) y el DS 1/2020 del Ministerio de Energía instituyen la Calificación Energética de Viviendas (CEV) como sistema oficial. El municipio, a través de la DOM, otorga permisos de construcción y verifica el cumplimiento de las normas técnicas nacionales vigentes (LGUC, OGUC, DS 1/2020); la CEV es el instrumento que operacionaliza esos estándares, cuya exigencia como condición de permiso depende de la vigencia del cronograma de implementación gradual establecido por el Ministerio de Energía, pero la competencia regulatoria sobre los estándares es del MINVU y la CNE — el municipio es ejecutor de la norma, no la define. Puede incorporar criterios adicionales en ordenanzas locales solo en cuanto no contradigan la norma nacional (principio de legalidad, art. 2° Ley 18.575). Titularidad 50: competencia de ejecución, no regulatoria. Restricciones 50: acotada a lo que la norma nacional habilita. Alineación 100: plena con Ley 21.305 y Plan Nacional de EE 2022-2026.",2026-04-30,expert review,SSG,LGUC — DFL 458/1975 MINVU — BCN,DS 1/2020 Eficiencia Energética — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,CNE — Calificación Energética,
c40_0012,Introduce energy-efficiency standards for new institutional buildings,Introducir estándares de eficiencia energética para nuevos edificios institucionales,stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 21.305 (Eficiencia Energética) art. 10° establece sistemas de gestión de energía para organismos de la Administración del Estado. Los municipios, como corporaciones autónomas de derecho público (art. 118 CPR), no integran la Administración centralizada y no son obligados directos de la norma; sin embargo, el DS 174/2020 del Ministerio de Energía y los programas de la Agencia de Sostenibilidad Energética los incluyen como destinatarios de la política pública de eficiencia, con adhesión voluntaria al sistema de gestión. El habilitante directo para instalar estándares EE en edificios propios nuevos es la Ley 18.695 art. 5° letra c) — administración de bienes municipales — en articulación con los estándares del DS 174/2020 como referencia técnica adoptada voluntariamente. Para edificios de otros organismos públicos, la Ley 21.305 sí les obliga directamente, lo que facilita la coordinación. La competencia es sobre bienes propios y contratos municipales; no habilita al municipio a regular estándares en edificios de terceros privados. Titularidad 100: plena sobre activos propios. Restricciones 100: sin restricciones para actuar en sus propios bienes; la referencia a Ley 21.305 opera como marco técnico, no como obligación directa al municipio. Alineación 100: plena con política nacional de EE y DS 174/2020.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,DS 174/2020 Ministerio Energía — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,Agencia Sostenibilidad Energética,
c40_0013,Support Implementation of Industrial Building Efficiency Standards.,Apoyar la implementación de normas de eficiencia energética en edificios industriales.,stationary_energy,blocked,0.16,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 21.305 obliga a grandes consumidores energéticos (>500 TEP/año) a implementar sistemas de gestión de energía, administrado por la CNE, no por los municipios. El DOM puede exigir el cumplimiento de la OGUC y normas de habitabilidad en nuevas construcciones o modificaciones industriales que requieran permiso de edificación (Ley General de Urbanismo y Construcciones). El municipio tiene un rol de apoyo y facilitación del cumplimiento de la norma nacional, pero no puede crear estándares de eficiencia industrial adicionales sin habilitación legal expresa. Titularidad 0: sin competencia sobre operaciones industriales privadas. Restricciones 50: el DOM puede exigir normas OGUC en permisos de edificación. Alineación 100: plena con política de EE industrial.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,LGUC — DFL 458/1975 MINVU — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,CORFO Eficiencia Energética Industrial,
c40_0015,Retrofit residential buildings for energy efficiency,Rehabilitar edificios residenciales para mejorar la eficiencia energética,stationary_energy,blocked,0.16,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La LOCM art. 4° letra f) habilita al municipio a participar en actividades de construcción y habilitación de viviendas — habilitación genérica de participación, no competencia sectorial propia. El DS N° 27 (V. y U.), de 2016, reglamenta íntegramente el Programa de Mejoramiento de Viviendas y Barrios: el MINVU convoca los llamados (art. 22), el SERVIU califica los proyectos (art. 27-28), el MINVU o SEREMI selecciona y asigna los subsidios (arts. 29-31), y los montos son fijados por resolución ministerial (art. 3). El municipio no tiene ningún rol decisional en el programa — puede actuar como Entidad Patrocinante (art. 34) bajo CRAT con la SEREMI, organizando demanda, formulando proyectos y acompañando técnicamente a las familias, pero sin potestad sobre apertura de llamados, condiciones técnicas ni asignación de subsidios. La Ley 21.305 fija objetivos de reducción de pobreza energética como marco de política; los mecanismos concretos de EE en vivienda operan vía DS 27 Cap. IV (Proyectos de Eficiencia Energética e Hídrica, art. 95-98: subsidio máximo 50-120 UF por vivienda), administrado íntegramente por MINVU/SERVIU. Titularidad 0: sin competencia propia — rol de Entidad Patrocinante bajo norma MINVU. Restricciones 50: la acción es posible solo dentro de llamados MINVU abiertos. Alineación 100: plena con política nacional de EE y vivienda social.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,DS 49/2011 MINVU Habitabilidad — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,PMU SUBDERE,
c40_0016,Retrofit commercial and institutional other non-residential buildings  for energy efficiency ,Reacondicionar edificios comerciales e institucionales no residenciales para mejorar la eficiencia energética,stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 21.305 y el DS 174/2020 establecen el marco de política de eficiencia energética para el sector terciario. Para edificios municipales propios, el habilitante directo es la Ley 18.695 art. 5° — administración de bienes; la Ley 21.305 opera como referencia técnica de adopción voluntaria para municipios (que no son Administración del Estado centralizada). Para grandes edificios comerciales e institucionales de terceros, la Ley 21.305 sí los obliga directamente si superan los umbrales de consumo, lo que simplifica la coordinación. Para edificios comerciales privados, el DOM puede exigir estándares OGUC en obras de modificación con permiso de edificación. Para edificios institucionales de otras reparticiones públicas, la Ley 21.305 les obliga directamente, simplificando la coordinación. El municipio puede además promover el acceso a subsidios del Ministerio de Energía para edificios privados del sector terciario. Titularidad 50: directa para edificios propios, facilitadora para privados. Restricciones 50: acotada por OGUC en sector privado. Alineación 100: plena con Ley 21.305 y Plan Nacional de EE. El CNDU 2021 (Propuesta 4.14) propone mejorar los estándares de eficiencia térmica en la OGUC para todo tipo de edificación, lo que refuerza la trayectoria normativa de esta acción y consolida su alineación política nacional.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,DS 174/2020 Ministerio Energía — BCN,Ley 18.695 (LOCM) — BCN,Agencia Sostenibilidad Energética,Potestades Minenergia,
c40_0017,Retrofit municipal buildings for energy efficiency,Reacondicionar los edificios municipales para mejorar la eficiencia energética,stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 18.695 art. 5° letra c) habilita al municipio para administrar y mejorar sus bienes inmuebles, lo que incluye el reacondicionamiento energético de edificios propios. La Ley 21.305 (Eficiencia Energética) art. 10° y el DS 174/2020 establecen el sistema de gestión de energía para organismos de la Administración del Estado; los municipios, como corporaciones autónomas de derecho público, no son obligados directos de esta norma (principio de legalidad, art. 2° Ley 18.575; art. 118 CPR), pero pueden adherirse voluntariamente al sistema de gestión como referencia técnica y acceder a los programas de apoyo de la Agencia de Sostenibilidad Energética. La LMCC (Ley 21.455) obliga al municipio a integrar la eficiencia energética en su planificación comunal de cambio climático — fuente de deber de planificar y coordinar, no de regular. La competencia del municipio es sobre sus propios activos; no puede imponer estándares de eficiencia a edificios de terceros privados. Titularidad 100: plena sobre edificios propios. Restricciones 100: sin restricciones para actuar en sus bienes; Ley 21.305 opera como marco de referencia técnica de adopción voluntaria. Alineación 100: plena con política nacional de EE.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,DS 174/2020 Ministerio Energía — BCN,Ley 18.695 (LOCM) — BCN,Agencia Sostenibilidad Energética,Potestades Minenergia,
c40_0018,Optimize energy efficiency and sustainability standards for existing industrial infrastructure,Optimizar la eficiencia energética y los estándares de sostenibilidad para la infraestructura industrial existente,stationary_energy,blocked,0.16,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"Idéntico análisis normativo que c40_0013. La Ley 21.305 obliga a grandes consumidores energéticos a planes de gestión administrados por la CNE, no por municipios. El DOM puede exigir normas OGUC en obras de modificación que requieran permiso de edificación. El municipio no puede crear estándares de eficiencia energética industrial adicionales a los establecidos por la CNE. Titularidad 0: sin competencia sobre la optimización de procesos industriales. Restricciones 50: el DOM puede actuar en obras que requieran permiso. Alineación 100: plena con política nacional de EE.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,CNE — Eficiencia Energética Industrial,CORFO Eficiencia Energética,
c40_0071,Promote the phase out the reliance on fossil fuels for cooking (in favour of high-efficiency electric cookstoves such as induction stoves).,"Promover la eliminación progresiva de la dependencia de los combustibles fósiles para cocinar (a favor de cocinas eléctricas de alta eficiencia, como las cocinas de inducción).",stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 18.695 art. 4° habilita al municipio a promover el desarrollo comunitario y la calidad de vida de los habitantes. El municipio puede implementar programas de fomento y subsidio para el recambio de artefactos de cocción a combustibles fósiles por cocinas de inducción eléctrica. La regulación de seguridad y eficiencia de artefactos domésticos es de la SEC y el Ministerio de Energía; el municipio no regula los artefactos pero puede subsidiar su recambio. La Ley 21.305 y los Planes de Descontaminación Atmosférica (PPDA) del MMA habilitan programas de recambio de artefactos contaminantes. Titularidad 50: ejecutor de programas nacionales, no regulador. Restricciones 50: acotado a lo que los programas nacionales habiliten. Alineación 100: plena con política de descarbonización y descontaminación.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,Potestades MMA,Agencia Sostenibilidad Energética,
icare_0006,Develop integrated renewable energy planning and solar–battery microgrids for rural and peri-urban areas,Desarrollar una planificación integrada de energías renovables y microredes solares con baterías para zonas rurales y periurbanas,stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 20.936 (Transmisión Eléctrica) y la Ley 21.185 (Generación Distribuida) habilitan la generación renovable descentralizada incluyendo microrredes. La Ley 18.695 art. 5° habilita al municipio para promover el desarrollo comunitario incluyendo electrificación rural. El Ministerio de Energía administra el Programa de Electrificación Rural (PER) y el municipio puede ser contraparte ejecutora. La competencia normativa es compartida con el Ministerio de Energía y la CNE, que establecen los estándares técnicos y administran los fondos del PER. Titularidad 50: competencia compartida con Ministerio de Energía/CNE. Restricciones 50: requiere coordinación con PER y cumplir estándares CNE. Alineación 100: plena con política de electrificación rural y ERNC.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 21.185 Generación Distribuida — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,CNE — Programa Electrificación Rural,
icare_0008,Enable smart grid integration and distributed energy storage through municipal collaboration and demonstration projects,Habilitar la integración de redes inteligentes y el almacenamiento de energía distribuida mediante la colaboración municipal y proyectos de demostración,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","La regulación de las redes eléctricas y los sistemas de almacenamiento energético es competencia de la CNE y el Ministerio de Energía conforme a la Ley 20.936 y la Ley 18.410 (Ley SEC). Los municipios no tienen competencia regulatoria sobre la red eléctrica ni sobre los sistemas de almacenamiento de terceros. El rol municipal posible se limita a: (i) instalar sistemas de almacenamiento en sus propios activos, y (ii) participar como sujeto piloto en proyectos de demanda flexible en coordinación con distribuidoras y la CNE. Titularidad 0: sin competencia regulatoria sobre la red ni el almacenamiento. Restricciones 0: la regulación es íntegramente de la CNE y distribuidoras. Alineación 100: plena con política de modernización del sistema eléctrico.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,CNE — Regulación Energética,CORFO Energía,
